Name,URL,Meta Title,Meta Description,Product Description
Jackery SolarSaga 100 Prime Solar Panel (Refurbished),https://www.jackery.com/products/jackery-solarsaga-100-prime-solar-panel-refurbished,"
      Jackery SolarSaga 100 Prime Solar Panel (Refurbished)
","The 100 Prime is a Internationally Certificated Superior DIY Solar Panel. It‘s flexible design ensures easy setup and portability, catering to outdoor enthusiasts, emergency power needs, and everyday users alike.The 100 Prime Solar Panel offers a sustainable energy solution that meets modern energy demands.","
Features an unshaded front design, ensuring optimal sunlight absorption and converting more solar energy into usable power
Flexible design allows for easy setup in a variety of environments, making it ideal for RV, Camping, or emergency power needs
The patented arc design not only enhances its aesthetic appeal but also redefines safety standards

With international certification, offers Long-lasting Reliability

For older Jackery models like the E1000, E550, E500 E300, E240 & E160, a DC8020 to DC7909 adapter is required
Package List：Jackery SolarSaga 100 Prime *1，Solar Panel Cable*1 (9.58 feet)，Anderson to DC8020 Adaptor *1，Bracket *1 and User Guide
Jackery Anderson Connector and Cable is designed specifically for connecting the SolarSaga 100 Prime, click to learn more.
Warranty Extension: 6-months warranty  


"
Jackery Battery Pack 1000 Plus（Refurbished）,https://www.jackery.com/products/jackery-battery-pack-1000-plus-refurbished,"
      Jackery Battery Pack 1000 Plus（Refurbished）
",Large Capacity of 1264Wh Durable Lithium Iron Phosphate Battery (LiFePO4) Cycle Life: Maintains over 70% capacity after 4000 cycles Exclusive compatibility with Jackery Explorer 1000 Plus 6 Months Warranty,"
Large Capacity of 1264Wh
Durable Lithium Iron Phosphate Battery (LiFePO4)
Cycle Life: Maintains over 70% capacity after 4000 cycles

Exclusive compatibility with Jackery Explorer 1000 Plus

6 Months Warranty

"
Jackery Solar Generator 240 v2,https://www.jackery.com/products/jackery-solar-generator-240-v2,"
      Jackery Solar Generator 240 v2
","The Explorer 240 v2 Portable Power Station offers long-lasting performance with a durable LiFePO4 battery, fast one-hour charging, diverse USB-C ports, superior safety features, and an extended 5-year warranty for ultimate reliability.","
Long-lasting Performance: Engineered with durable LiFePO4 battery, boasting 10 years of battery life, the Explorer 240 v2 ensures reliable performance even after 3,000 charge cycles.
One-hour Fast Charging: Convenient, 1 hour fast charging, activated via App, allows a full charge of the Explorer 240 v2 Portable Power Station in 1 hour. It takes only 2 hours to recharge, from 0% to 100% using AC wall outlet.
Diverse Charging Ports: Equipped with 100W PD USB-C ports, the Explorer 240 v2 supports direct USB-C fast charging for a range of your electronic devices, without an extra power brick.
Superior Safety & Reliability: The UL certified power station, paired with TÜV SÜD verified solar panels, delivers exceptional shock resistance and fire protection, ensuring reliable operation in harsh conditions.
Ultra-lightweight Solar Panel: The 40W Solar Panel's four-fold design makes it easy to pack and carry, while still being lighter than a laptop. With a 23% solar conversion rate, it ensures you get the most power possible from the sun.
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website）

"
Jackery Explorer 240 v2 Portable Power Station,https://www.jackery.com/products/jackery-explorer-240-v2-portable-power-station,"
      Jackery Explorer 240 v2 Portable Power Station
","The Explorer 240 v2 Portable Power Station offers long-lasting performance with a durable LiFePO4 battery, fast one-hour charging, diverse USB-C ports, superior safety features, and an extended 5-year warranty for ultimate reliability.","
Long-lasting Performance: Engineered with durable LiFePO4 battery, boasting 10 years of battery life, the Explorer 240 v2 ensures reliable performance even after 3,000 charge cycles.
One-hour Fast Charging: Convenient, 1 hour fast charging, activated via App, allows a full charge of the Explorer 240 v2 Portable Power Station in 1 hour. It takes only 2 hours to recharge, from 0% to 100% using AC wall outlet.
Diverse Charging Ports: Equipped with 100W PD USB-C ports, the Explorer 240 v2 supports direct USB-C fast charging for a range of your electronic devices, without an extra power brick. 

Superior Safety & Reliability: The UL certified power station, paired with TÜV SÜD verified solar panels, delivers exceptional shock resistance and fire protection, ensuring reliable operation in harsh conditions. 

Note：an additional 8020 to USB-C adapter is required to connect a solar panel 
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website）


"
Jackery Explorer 300 Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-300-portable-power-station-refurbished,"
      Jackery Explorer 300 Portable Power Station (Refurbished) -Jackery
","The Jackery Explorer 300 (Refurbished) is the ideal portable power station for short camping trips, off-grid living, and for powering small appliances when power outages.","

Quick AC charging in just 2.5 hours (By 90W wall charger and 60W USB-C PD charger)

293Wh Capacity, 300W Inverter (500W Surge) 
Excellent BMS Protection 
Supports 6 smart devices at once
 Lightweight and Stylish 
36.4dB Quiet Power Station
Warranty Extension: 6 months warranty 
"
Jackery Explorer 2000 Plus  + Creality K1C 3D Printer,https://www.jackery.com/products/jackery-explorer-2000-plus-creality-k1c-3d-printer,"
      Jackery Explorer 2000 Plus + Creality K1C 3D Printer
","Jackery Explorer 2000 Plus: With a 2042.8Wh capacity and 3000W output, the Jackery Explorer 2000 Plus is the ideal power station for all devices. It also delivers a mega 2 kWh to 24 kWh expandable capacity, making it ideal for off-grid living and home backup power, powering you during extended blackouts. Creality K1C: ","
Jackery Explorer 2000 Plus: With a 2042.8Wh capacity and 3000W output, the Jackery Explorer 2000 Plus is the ideal power station for all devices. It also delivers a mega 2 kWh to 24 kWh expandable capacity, making it ideal for off-grid living and home backup power, powering you during extended blackouts.
 Creality K1C: The Creality K1C is your ultimate high-speed 3D printing solution. With a maximum print speed of 600mm/s and a precision of 0.1mm, it delivers rapid printing speeds and exceptional quality.Perfect for both professionals and enthusiasts.
"
Jackery Explorer 1000 Plus  + Creality Ender-3 V3 Plus 3D Printer,https://www.jackery.com/products/jackery-explorer-1000-plus-creality-ender-3-v3-plus-3d-printer,"
      Jackery Explorer 1000 Plus + Creality Ender-3 V3 Plus 3D Printer
","Jackery Explorer 1000 Plus：It is your all-in-one portable power station for powering your life. With a 1264Wh capacity and a 2000W output, it supports 99% of your devices, ensuring you stay powered up wherever you are. Creality The Ender-3 V3 Plus: It delivers exceptional versatility and reliability for all your 3D pri","
Jackery Explorer 1000 Plus：It is your all-in-one portable power station for powering your life. With a 1264Wh capacity and a 2000W output, it supports 99% of your devices, ensuring you stay powered up wherever you are.
Creality The Ender-3 V3 Plus: It delivers exceptional versatility and reliability for all your 3D printing needs. Featuring a spacious build volume of 300 x 300 x 330 mm, it accommodates up to seven different types of filaments, including PLA, TPU, and PETG. This makes it perfect for both intricate projects and everyday prints.
"
Jackery Explorer 1000 Pro Portable Power Station,https://www.jackery.com/products/explorer-1000-pro-portable-power-station,"
      Jackery Explorer 1000 Pro Portable Power Station
","Quick AC Recharging in 1.8 Hours 1002Wh Capacity, 1000W (2000W peak) Output Supports 8 Devices Simultaneously Dual 100W PD Fast Charge Use Weekly for 10+ Years 3 Ways to Recharge","
Quick AC Recharging in 1.8 Hours
1002Wh Capacity, 1000W (2000W peak) Output
Supports 8 Devices Simultaneously
Dual 100W PD Fast Charge
Use Weekly for 10+ Years
3 Ways to Recharge

"
Jackery Anderson Connector & Cable,https://www.jackery.com/products/jackery-anderson-connector-cable,"
      Jackery Anderson Connector & Cable
",This Connector and Cable is fitted with SolarSaga 100 Prime Solar Panel The Anderson Extension Cable is compatible with the Jackery SolarSaga 500 X Solar Panel. Please ensure the total system voltage does not exceed 120V. The Anderson Y Parrael connector is 7.5 inches The Anderson Y Series connector is 7.5 inches The A,"
This Connector and Cable is fitted with SolarSaga 100 Prime Solar Panel

The Anderson Extension Cable is compatible with the Jackery SolarSaga 500 X Solar Panel. Please ensure the total system voltage does not exceed 120V.
The Anderson Y Parrael connector is 7.5 inches
The Anderson Y Series connector is 7.5 inches
The Anderson Extension cable is 10Ft

"
Jackery Solar Generators Black Long Bill Baseball Hat,https://www.jackery.com/products/jackery-baseball-cap,"
      Jackery Solar Generators Black Long Bill Baseball Hat
","Made from 100% cotton for breathability and comfort, perfect for all-day wear Easy to clean with machine washability, ensuring your hat stays fresh and clean. Designed with a pull-on closure for easy wearing and removal, suitable for various head sizes.","
Made from 100% cotton for breathability and comfort, perfect for all-day wear
Easy to clean with machine washability, ensuring your hat stays fresh and clean.
Designed with a pull-on closure for easy wearing and removal, suitable for various head sizes.

"
Jackery SolarSaga 100 Prime Solar Panel,https://www.jackery.com/products/jackery-solarsaga-100-prime-solar-panel,"
      Jackery SolarSaga 100 Prime Solar Panel
","The 100 Prime is a Internationally Certificated Superior DIY Solar Panel. It‘s flexible design ensures easy setup and portability, catering to outdoor enthusiasts, emergency power needs, and everyday users alike.The 100 Prime Solar Panel offers a sustainable energy solution that meets modern energy demands.","
Features an unshaded front design, ensuring optimal sunlight absorption and converting more solar energy into usable power
Flexible design allows for easy setup in a variety of environments, making it ideal for RV, Camping, or emergency power needs
The patented arc design not only enhances its aesthetic appeal but also redefines safety standards

With international certification, offers Long-lasting Reliability

For older Jackery models like the E1000, E550, E500 E300, E240 & E160, a DC8020 to DC7909 adapter is required
Package List：Jackery SolarSaga 100 Prime *1，Solar Panel Cable*1 (9.58 feet)，Anderson to DC8020 Adaptor *1，Z Bracket Kit *1 and User Guide
Jackery Anderson Connector and Cable is designed specifically for connecting the SolarSaga 100 Prime, click to learn more
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.

Warranty Extension: 5-year warranty (applied automatically if purchased from our official website）

"
[Add-on] Jackery Car Charging Cable,https://www.jackery.com/products/jackery-car-charging-cable-1,"
      [Add-on] Jackery Car Charging Cable
","Due to high demand, the Car Charging Cable will start shipping on July 14. Filmed with PVC materia Only 0.46kg/1lb 10A maximum current and 12V maximum voltage Port Model：DC8020 This car charging cable is fitted with Jackery Explorer Series, including E3000Pro, E2000Pro, E1500Pro, E1000Pro, E1000 v2, E880Pro, E800Pro, E","

Due to high demand, the Car Charging Cable will start shipping on July 14.

Filmed with PVC materia
Only 0.46kg/1lb
10A maximum current and 12V maximum voltage
Port Model：DC8020
This car charging cable is fitted with Jackery Explorer Series, including E3000Pro, E2000Pro, E1500Pro, E1000Pro, E1000 v2, E880Pro, E800Pro, E2000Plus, E1000Plus,  E700Plus, E600Plus, E1500

It is also fitted with E300Plus and E240 v2， but DC8020 to USB C adapter required


"
Explorer 100 Plus,https://www.jackery.com/products/explorer-100-plus-portable-power-station,"
      Explorer 100 Plus

        – Jackery","Mini Jackery Portable Power Station, 99Wh, 128W Long-lasting LFP Battery: 2,000 Cycles to 80% Capacity Fully Upgraded BMS (Battery Management System) Protections 100W Dual PD Charging &amp; Discharging Fully DC Charged in 1.8 Hours and Solar Charged in 2 Hours Whisper Quiet, Emission Free Guaranteed Satisfaction: 2 Yea","
Mini Jackery Portable Power Station, 99Wh, 128W
Long-lasting LFP Battery: 2,000 Cycles to 80% Capacity
Fully Upgraded BMS (Battery Management System) Protections
100W Dual PD Charging & Discharging
Fully DC Charged in 1.8 Hours and Solar Charged in 2 Hours
Whisper Quiet, Emission Free
Guaranteed Satisfaction: 2 Year Long Warranty
"
Jackery Solar Generator 300,https://www.jackery.com/products/jackery-explorer-300-solarsaga-100w-solar-generator,"
      Jackery Solar Generator 300 (Jackery 300 + SolarSaga 100W)
",Jackery Solar Generator 300 converts sun rays into portable power for home and outdoor use. It consists of Explorer 300 + SolarSaga 100W. Ideal for camping trips.,"

Due to high demand, the Solar Generator 300 is currently sold out! You can opt for Solar Generator 300 Plus, now available at the best price 

293Wh Capacity, 300W Inverter (500W Surge) 
6 Outputs for Outdoor Devices
4 Ways to Recharge
Clean and Quiet Solar Generator
Compact, Safe, and Lightweight Design
Ideal for Short Camping Trips
Explorer 300: 2-year warranty + 1-year extended warranty. Solar Saga 100W: 2-year warranty + 1-year extended warranty (automatically applied when purchased from our official website)
"
Jackery Car Charging Cable,https://www.jackery.com/products/car-charging-cable,"
      Jackery Car Charging Cable
","Filmed with PVC material Only 0.46kg/1lb 10A maximum current and 12V maximum voltage Port Model: DC8020 This car charging cable is fitted with Jackery Explorer Series, including E3000Pro, E2000Pro, E1500Pro, E1000Pro, E880Pro, E800Pro, E2000Plus, E1000Plus, E700Plus, E600Plus, E1500, E1000 v2 Works with the E300Plus &a","
Filmed with PVC material
Only 0.46kg/1lb
10A maximum current and 12V maximum voltage
Port Model: DC8020
This car charging cable is fitted with Jackery Explorer Series, including E3000Pro, E2000Pro, E1500Pro, E1000Pro, E880Pro, E800Pro, E2000Plus, E1000Plus, E700Plus, E600Plus, E1500, E1000 v2

Works with the E300Plus & E240 v2 but a DC8020 to USB C adapter is required.  

"
Jackery Adapter DC8020 to USB-C,https://www.jackery.com/products/jackery-adapter-dc8020-to-usb-c,"
      Jackery Adapter DC8020 to USB-C
","Filmed with PVC material Only 0.46kg/1lb,  5A maximum current and 100V maximum voltage. This cable is fitted for 100 Plus series, 240 Plus series, and 300 Plus series.","
Filmed with PVC material
Only 0.46kg/1lb, 
5A maximum current and 100V maximum voltage.
This cable is fitted for 100 Plus series, 240 Plus series, and 300 Plus series.

"
Jackery Adapter DC8020 to DC7909,https://www.jackery.com/products/jackery-adapter-dc8020-to-dc7909,"
      Jackery Adapter DC8020 to DC7909
","Filmed with PVC material Only 15g/0.03lb, 14A maximum current and 100V maximum voltage. This cable is fitted for E1000 series, E708 series, E500 series, E400 series, E290 series, E240 series","
Filmed with PVC material
Only 15g/0.03lb,
14A maximum current and 100V maximum voltage.
This cable is fitted for E1000 series, E708 series, E500 series, E400 series, E290 series, E240 series

"
Jackery Adapter DC7909 to DC8020,https://www.jackery.com/products/jackery-adapter-dc7909-to-dc8020,"
      Jackery Adapter DC7909 to DC8020
",Filmed with PVC material Only 15g/0.03lb 14A maximum current and 100V maximum voltage This cable is fitted for the following series: E3000Pro，E2000Pro，E1500Pro，E1000Pro，E880Pro，E800Pro，E2000Plus，E1000Plus，E700Plus，E600Plus，E1500,"
Filmed with PVC material
Only 15g/0.03lb
14A maximum current and 100V maximum voltage
This cable is fitted for the following series: E3000Pro，E2000Pro，E1500Pro，E1000Pro，E880Pro，E800Pro，E2000Plus，E1000Plus，E700Plus，E600Plus，E1500

"
Jackery Explorer 600 Plus Portable Power Station,https://www.jackery.com/products/jackery-explorer-600-plus-portable-power-station,"
      Jackery Explorer 600 Plus Portable Power Station
","Experience the ultimate portable power solution with the Jackery Explorer 600 Plus. With an 800W output and 632Wh capacity, it supports a variety of outdoor devices, from coolers to camping lights. Lightweight, durable, and powerful, the Jackery Explorer 600 Plus is your go-to power station for all your adventures, easily charging outdoor fun.","
800W Output and 632Wh Capacity
Weighs just 16.1 lbs (7.3 kg)
High-Level Outdoor Durability
LFP battery with a 4000-cycle lifespan
UPS functionality with a switch time of less than 20ms
3-year warranty + 2-year extended warranty (automatically applied if purchased from the official website)
"
Jackery Solar Generator 600 Plus,https://www.jackery.com/products/jackery-solar-generator-600-plus,"
      Jackery Solar Generator 600 Plus
","Experience the ultimate portable power solution with the Jackery Explorer 600 Plus. With an 800W output and 632Wh capacity, it supports a variety of outdoor devices, from coolers to camping lights. Pair it with the Jackery 100W Bifacial High-Efficiency Solar Panel for enhanced charging efficiency. Lightweight, durable, and powerful, the Jackery Explorer 600 Plus is your go-to power station for all your adventures, easily charging outdoor fun.","
800W Output and 632Wh Capacity
Weighs just 16.1 lbs (7.75 kg)
High-Level Outdoor Durability
LFP battery with a 4000-cycle lifespan
UPS functionality with a switch time of less than 20ms
100W Bifacial High-Efficiency Solar Panel for Enhanced Charging Efficiency
3-year warranty + 2-year extended warranty (automatically applied if purchased from our official website)

"
Jackery Explorer 1000 v2 Portable Power Station,https://www.jackery.com/products/jackery-explorer-1000-v2,"
      Jackery Explorer 1000 v2 Portable Power Station
","The Explorer 1000 v2 Portable Power Station sets a new standard in portable power, offering exceptional performance for a variety of applications. Whether you're camping, traveling off-road, or facing a home emergency, this versatile power station is up to the task. It's the next-generation power solution, faster and stronger than previous generations.","
1070Wh Capacity and 1500W Output with a 50% Boost
USB-A/C Ports, up to 100W Dual PD Charging
Next-Gen Chargeshield 2.0 with 62 Forms of All-Round Protection
Emergency Super Charging Capability from 0% to 100% in Just 1 Hour
Warranty Extension: 3-Year Warranty + 2-Year Extended Warranty (automatically applied if purchased from our official website)

"
Jackery Solar Generator 1000 v2,https://www.jackery.com/products/jackery-solar-generator-1000-v2,"
      Jackery Solar Generator 1000 v2
","The Explorer 1000 v2 Portable Power Station sets a new standard in portable power, offering exceptional performance for a variety of applications. Whether you're camping, traveling off-road, or facing a home emergency, this versatile power station is up to the task. With the addition of the Bifacial High-Efficiency Solar Panel, you now have a reliable and sustainable power source wherever your adventures take you. It's the next-generation power solution, faster and stronger than previous generations.","
1070Wh capacity and 1500W output,  a 50% boost
USB-A/C ports, up to 100W dual PD charging
The next-gen Chargeshield 2.0 with 62 forms of all-round protection
Emergency super charging capability from 0 to 100% in just 1 hour
Equipped with a bifacial high-efficiency solar panel
3-year warranty + 2-year extended warranty （applied automatically if purchased from our official website）
"
Jackery Explorer 160 Portable Power Station,https://www.jackery.com/products/explorer-160-portable-power-station,"
      Explorer 160 Portable Power Station

        – Jackery","Jackery Lithium-ion power station with Solar Compatibility. Made for outdoor recreations, camping, van or RV life. Check out the product details and shop on the website.","
The Jackery Explorer 160 offers the most affordable, lightweight, portable power station with USB Type-C, USB-A, and an AC outlet. Its rechargeable lithium-ion batteries provide 167 watt-hours of energy storage.
Quiet Generator &amp; Eco-Friendly Clean Power: The Jackery Explorer 160 is equipped with a 167 watt-hour (46,400mah/3.6V) lithium-ion battery pack. No fuel or gasoline needed, no fumes, no clanging! Pack light for your next camping trip with a Jackery portable power station.
Outdoor Camping Battery: The Explorer 160 Portable Power Station is specially designed for charging phones, tablets, laptops, GoPros, and other smaller electronics. It features 1* AC outlet (110V 100W/150W Peak), 1*USB-C port, 2* USB-A ports, and 1* standard DC 12V port to power your outdoor adventures.
This portable power station is convenient for all outdoor activities. It features a solid handle for easy carrying and a built-in led flashlight with SOS mode (long-press the button).
"
Jackery Explorer 290 Portable Power Station,https://www.jackery.com/products/explorer-290-portable-power-station,"
      Jackery Explorer 290 Portable Power Station
","Jackery Explorer 290 portable power station will enhance your outdoor life. Compact, lightweight & 200 watt continuous output - camping has never been so easy.","Click Here to buy the Jackery Explorer 290 
Jackery Explorer 290 is an official product of Jackery specially supplied for offline sales channels like The Home Depot, Lowe's, Harbor Freight Tools, etc. It is temporarily not selling on the Jackery site. Go to ""Where to Buy"" on the main Jackery menu for a complete list of offline sales channels.

200-WATT Continuous Output, Compact, Easy to Carry: The Explorer 290 has a good capacity, user-friendly design, small size, and durable handle, making it lightweight, stylish, and easy to carry.


RV Camping/Fishing/Off-Road/Hunting/Getway/Emergency: With its eco-friendly and quiet features, the Explorer 290 is one of the best investments for your outdoor life. With the touch of a button, the Explorer 290 supplies the power you need, where you need it without harmful fumes, unlike gas generators.


Better Than A Car Inverter: Running appliances like a car fridge requires the engine to be constantly running. The Explorer 290 can keep your car fridge and other devices running while protecting your car's battery.


Built-in MPPT Controller: The built-in MPPT module constantly monitors your solar panels' voltage and current output, adding up to 23% more solar recharging efficiency.



"
Jackery Solar Generator 1500,https://www.jackery.com/products/jackery-solar-generator-1500-jackery-1500-2-x-solarsaga-80w,"
      Jackery Solar Generator 1500
",Jackery Solar Generator 1500 converts sun rays into portable power for home & outdoor use. It has 3 customized bundles to power all scenarios. Best for performance.,"
Fast Solar Recharging to 80% within 10 Hours.

Advanced Battery Management System
Recharging in 3 simple ways quickly
800 cycles at 80% or higher capacity 
5 types of output for various usages
Operating temperature: 14-104℉ (-10-40℃)
"
Jackery Carrying Case for Explorer 100 Plus,https://www.jackery.com/products/jackery-carrying-case-bag-for-explorer-100-plus,"
      Jackery Carrying Case for Explorer 100 Plus
","The Jackery 100 PLUS in dune white, your ultimate companion for outdoor adventures! With its unique sand gold design, this power bank is not only fashionable but also durable, ensuring you stay powered up whether you're in the city or out in the wild. This lightweight and portable power bank features a high-capacity lithium battery that provides reliable charging for your smartphones, tablets, and other devices.","
Product Size: 5.7*4.1*4.9 in (145*105*125mm), perfect for on-the-go storage.
Compatibility: Specifically designed for the Jackery 100 Plus power station, ensuring a snug fit.
Outdoor Ready: Ideal for outdoor, providing convenient portability for your Jackery 100 Plus wherever you go.
"
Jackery SolarSaga 40W Mini Solar Panel,https://www.jackery.com/products/jackery-solarsaga-40w-mini-solar-panel,"
      Jackery SolarSaga 40W Mini Solar Panel
","Ultra-lightweight and incredibly portable at just 2.6lbs, Jackery 40W mini solar panel is perfect for on-the-go use. Its compact four-fold design makes it easy to pack and carry, lighter than a laptop. With direct charging capabilities, it powers up your devices quickly. Built with extreme durability, it's IP68 waterproof rated and verified through 8 IEC tests, ensuring it withstands extreme temperatures and conditions efficiently.","
Ultra-lightweight: Weighing just 2.6lbs, it is incredibly portable, making it perfect for on-the-go use.
Compact Design: Its four-fold design makes it easy to pack and carry, while still being lighter than a laptop.
Direct Device Charging: With direct charging capabilities, you can power up your devices quickly and efficiently.
Efficient Solar Conversion: Featuring a 23% solar conversion rate, ensures you get the most power possible from the sun.
Extreme Durability: With an IP68 waterproof rating and verified through 8 IEC tests, this solar panel is built to withstand extreme temperatures and conditions.
Solar panel cable with multifunctional USB hub, which is exclusive to the standalone version of the SolarSaga 40W panel.
With USB-C/USB-A ports and a DC8020 * 1 port, it serves as a versatile companion for the Jackery Explorer 100 Plus/240 v2/300 Plus Power Stations. A DC8020 to DC7909 adapter is required for older models such as the Explorer 290/300/500/550/880/1000.
To connect the SolarSaga with different Explorer portable power stations or other extension functions, please check the accessories it requires.

Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website)
"
Jackery Camping Bag,https://www.jackery.com/products/jackery-carrying-case-bag,"
      Jackery Camping Bag
","Dimension in 15*11.4*15.1 in - Made for portable power station. A practical travel carrying case for outdoor explorations. Made of 1000D fabric material and padded with 0.12 inch cotton, the entire carrying case is eaily to be folded and is able to protect power station effectively from being collided, providing long-lasting performance. The durable handle and shoulder strap make the carrying case easy to transport for travel, camping, hiking or other outdoor applications. The carrying bag protects power station in good condition from friction and moisture, allowing you to bring with anywhere, at any time.","

Dimension in 18.1*11.8*13.4 in - A practical camping bag for outdoor explorations
Main materials: 900D polyester fabric and 1500 embossed lining
Dual waterproof design: waterproof zipper + waterproof shell
The durable handle and shoulder strap make the camping bag easy to transport for travel, camping, hiking or other outdoor applications




"
Jackery Explorer 500 Portable Power Station (Refurbished),https://www.jackery.com/products/explorer-500-portable-power-station-refurbished,"
      Jackery Explorer 500 Portable Power Station (Refurbished) -Jackery
","Jackery Carrying Case is a premium EVA bag designed to fit and protect the Explorer 500 Portable Power Station from damage. Stylish, practical, and durable.","



Large Capacity: The Jackery Explorer 500 (Refurbished) has a 518 watt-hour (24Ah, 21.6V) lithium-ion battery pack and a pure sine wave inverter. It features 1* AC outlet (110V 500W 1000W peak), 3*USB-A ports, 2* DC ports, and 1*car port to run low to high power appliances, including a mini-fridge, air pump, and TV.
Designed for Portability: The Jackery Explorer 500 portable power station (Refurbished) is about the size of a basketball and has a solid handle. Its easy-carry and compact design make the Jackery Explorer 500 (Refurbished) perfect for enjoying RV camping and road trips.
Every Refurbished product completes a rigorous refurbishment process that includes full functional testing and is backed by a 6-month warranty.
"
Jackery Explorer 880 Pro Portable Power Station,https://www.jackery.com/products/jackery-explorer-880-pro-portable-power-station,"
      Jackery Explorer 880 Pro Portable Power Station
","Medium-Capacity Powerhouse: Boasting an 880Wh capacity and delivering 1000W output (with a peak of 2000W), the 880 Pro ensures reliable power for all your needs. Efficient Multi-Mode Charging: With multi-mode fast charging, including wall charging in just 2 hours, car charging in 5.3 hours and solar charging, staying p","
Medium-Capacity Powerhouse: Boasting an 880Wh capacity and delivering 1000W output (with a peak of 2000W), the 880 Pro ensures reliable power for all your needs.
Efficient Multi-Mode Charging: With multi-mode fast charging, including wall charging in just 2 hours, car charging in 5.3 hours and solar charging, staying powered up is quick and convenient.
Top-Tier Safety & Performance: Elevate your peace of mind with our self-developed BMS, UL-compliant design, and advanced thermal management system, providing unparalleled protection and efficiency with every charge.
Portable Design, Enhanced Convenience: Designed for on-the-go use, the 880 Pro features folding handles on both its energy storage and solar panels, making transportation and storage effortless.
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from the official website)
"
Jackery Solar Generator 880 Pro,https://www.jackery.com/products/jackery-solar-generator-880-pro,"
      Jackery Solar Generator 880 Pro
","With unparalleled output, the Jackery Solar Generator 880 Pro is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one solar generator to power your life.","
Mid-Capacity Powerhouse: Boasting an 880Wh capacity and delivering 1000W output (with a peak of 2000W), the 880 Pro ensures reliable power for all your needs.
Efficient Multi-Mode Charging: With multi-mode fast charging, including wall charging in just 2 hours, car charging in 5.3 hours and solar charging, staying powered up is quick and convenient.
Top-Tier Safety & Performance: Elevate your peace of mind with our self-developed BMS, UL-compliant design, and advanced thermal management system, providing unparalleled protection and efficiency with every charge.
100W Mini Solar Panel：Double-sided power generation boosts efficiency by 25%. IP68 waterproof rating. Unfolds in 30 seconds for instant outdoor power. The perfect choice for on-the-go charging.
Warranty Extension: 3-year warranty + 2-year extended warranty (applied automatically if purchased from our official website）
"
Jackery Explorer 1500 Portable Power Station,https://www.jackery.com/products/explorer-1500-portable-power-station,"
      Jackery Explorer 1500 Portable Power Station
",Jackery Explorer 1500 portable power station is ideal for outdoor activities & back up for the home. Power up your life with a 1800 wattage + 1534Wh capacity.,"
1534Wh Capacity, 1800W AC Output

Power 7 Devices Simultaneously
Quick Recharging in 3 Simple Ways
800 Cycles to 80%+ Capacity
Safe & Stable Lithium-ion Battery
5 Ways of Output for Various Usages



"
Jackery Explorer 240 Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-240-portable-power-station-refurbished,"
      Jackery Explorer 240 Portable Power Station (Refurbished)
","Jackery 240 (Refurbished), 240Wh/67000mAh Lithium Power Station with AC Outlet, DC & USB Charging. Check out the product details and shop here.","
Quick AC charging in 5.5 hours

240Wh Capacity, 200W (400W Surge Power)
Multiple Output Ports
Pure Sine Wave AC outlet
Lightweight and Portable
Warranty Extension: 6 months warranty 
"
Jackery Explorer 1000 Pro Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-1000-pro-portable-power-station-refurbished,"
      Jackery Explorer 1000 Pro Portable Power Station (Refurbished)
","Quick AC Recharging in 1.8 Hours 1002Wh Capacity, 1000W (2000W peak) Output Supports 8 Devices Simultaneously Dual 100W PD Fast Charge Use Weekly for 10+ Years 3 Ways to Recharge Warranty Extension: 6-month warranty ","
Quick AC Recharging in 1.8 Hours
1002Wh Capacity, 1000W (2000W peak) Output
Supports 8 Devices Simultaneously
Dual 100W PD Fast Charge
Use Weekly for 10+ Years
3 Ways to Recharge
Warranty Extension: 6-month warranty 





"
Jackery Explorer 1000 Plus Portable Power Station (Refurbished),https://www.jackery.com/products/jackery-explorer-1000-plus-portable-power-station-refurbished,"
      Jackery Explorer 1000 Plus Portable Power Station (Refurbished)
","With unparalleled output, the Jackery Explorer 1000 Plus is the top choice for similar-level portable power stations. Covering various scenarios, it provides support for camping, off-road travel, home emergencies, and more. Being versatile and expandable in capacity, it's the all-in-one portable power station to power your life.","





More Power in Smaller Size:  With a capacity of 1264Wh and a 2000W output, the 1000 Plus supports 99% of devices
Expandable Capacity: Supports up to 3 add-on battery packs, expanding to 5kWh, ensuring 1-3 days of home backup power
Industry-leading Sustainability: Setting new standards for sustainability. It is the first in the industry to be verified by TÜV SÜD
Versatile & Fast Charging: 2 Hours Solar Charge with 4*SolarSaga 200W Solar Panels, 1.7 Hours Wall Charge
Long-lasting Reliability: LiFePO4 battery cells, lasting up to 10 years - providing 4,000 charge cycles
Intelligent Control: With the advanced APP feature, via WiFi or Bluetooth
Warranty Extension: 6-month warranty
"
